"userID","TotalElite","EliteOrNot","TotalVotes","TotalFriends","Year","Month","review_count","fans","average_stars"
"SL1oc0lI4H9GdiDw_mGRjA",0,0,7,0,2011,7,6,0,4.67
"QZiLg33HZecKzaOTNRFJJA",0,0,1,0,2015,6,2,0,1
"z5MYPT76eZmsXy-X6B2Bng",1,1,2223,65,2007,3,422,31,4.3
"3GbXp1PeSYXJNH14EHEZ-w",0,0,1,0,2013,11,3,0,4.67
"4Yema_xrJxG_dCuMBMjqZQ",0,0,12,0,2014,2,17,0,3.72
"Hu5excOJrHxqye1vd6NjLw",0,0,9,0,2012,2,2,0,1
"HsdOxXR7hFHOIRf-bevmrA",0,0,3,34,2011,7,2,0,5
"0cSw18Wqo6XDuEF48HsZGg",0,0,28,4,2013,10,11,0,5
"uYTe-zY38xRq7PUpM5gXEQ",0,0,3,1,2010,8,3,0,4
"3tJzO60h6dlpadRcMmMNTA",0,0,32,2,2010,4,13,0,2.92
"x8vWOkNUk0-t0aiCYp9rCQ",0,0,2,0,2014,8,3,0,5
"PzTYRr28en7UPmKB6Fjtdw",0,0,0,0,2013,11,1,0,3
"gAa4X1cyxAMq58REmKftSg",0,0,10,2,2014,4,3,0,3.67
"yqVHWPE_4sl-ixuvi55Spg",0,0,6,1,2010,5,3,1,4
"vPFXjpKzJJu5wLCxo7iE5w",3,1,211,1,2009,1,79,1,3.42
"UakYSMd0ZTViM2N6q6YNdA",0,0,0,0,2014,8,1,0,1
"iVuVRQy_BJYegQbxoVJuuw",0,0,93,3,2012,2,58,0,3.91
"XD3E_kG5wk_BiJeqldokfw",0,0,95,9,2014,6,40,2,4.5
"BUIXXUupTJHl1z4x-6YXjw",0,0,1,0,2015,6,2,0,1.5
"TBHbiXzo4YkE9hIBCmyJzQ",0,0,49,10,2009,10,42,1,4.05
"WboQ8pG1gOkGopjGGkxV-w",0,0,92,7,2011,2,39,1,3.92
"DGFrXK2UT7z6qr9_QjK0kw",0,0,2,0,2007,4,1,0,5
"6BhR4jomGqTJiZ_vnwAXzQ",0,0,2,5,2012,6,13,1,3.85
"OE34LXPFGUeZj1GswwO-Ng",0,0,0,0,2013,6,4,0,4
"yiJnD221JwH2upUzsKeLyA",0,0,1,0,2015,4,2,0,3
"Pko7-1W-Ahj8cm0AG8glnA",0,0,40,0,2011,11,37,2,2.86
"CDVrqhx4INvTS_Tn-jraow",0,0,3,0,2012,9,2,0,5
"LtXXNzYXCSkAT-U5JAot2A",0,0,4,0,2013,12,3,0,5
"P3DBSZG1HDcUpyZGF_sF5g",0,0,9,0,2015,4,23,0,3.52
"C81fIiZtNulXyJ92708qfg",0,0,8,1,2010,12,11,1,4.91
"yo-IQlB9GIQeNOZVwGlyfQ",0,0,3,0,2015,7,3,0,5
"E6oxWmc0kRo8G35quxlTcw",0,0,26,0,2011,12,24,0,2.62
"saLlX6WK6rSy6eShPxnkzA",3,1,520,62,2009,6,161,10,4.28
"hPoT2OP1_4eEJaBf8NXKJg",0,0,17,0,2013,3,9,0,3.44
"jr5XTacvUFejTHLg4u-1Mg",0,0,1,0,2014,12,1,0,5
"AP0zinC2fCQM8M97JTQBlQ",0,0,23,6,2011,1,34,5,3.53
"3hdZPfC6OLxMfAUgNYWSNg",0,0,9,0,2012,3,8,0,3.88
"GdNDnU9D_iDxVL0xq446yQ",0,0,59,4,2008,6,46,1,3.7
"GYzdP8NoxujSquCsLKvzmQ",0,0,2,0,2014,10,3,0,4.67
"fuziOdxUTuZGLYx5uIOhSg",0,0,9,6,2010,4,10,0,4.33
"WlQinr9tlzPcnxTgxhMT5A",0,0,7,0,2014,7,2,0,3
"NGDUnIZLHtMXJaudTeb_zw",0,0,0,0,2014,2,3,0,5
"s7_xYfeaJRt66q3rZY-8HA",0,0,0,0,2012,7,1,0,1
"tElLbDuBKN4Vgw-_AvV7BQ",3,1,454,44,2011,7,157,13,3.91
"lZWVJ9H5LVb-oCLOTOq7lg",0,0,13,0,2011,7,14,1,3.77
"cPRPFURfgPDK4t-8H6XiCQ",0,0,10,0,2013,5,4,0,3.75
"cwxlxgz7-47YaP__fvvcwQ",0,0,4,0,2010,11,4,0,2.5
"6R4ThRN4oT92G0BIj4uGlg",0,0,0,0,2014,7,1,0,4
"__UPhB37Awu7Ue-saxK7Gg",0,0,249,0,2006,9,228,2,3.37
"-ZBPhufPoF1XnyObssAQgw",0,0,0,2,2012,12,1,0,5
"39WaaY2LcZQ3TFoUESApFQ",0,0,25,6,2013,2,3,0,4.67
"FN9Pabxe4Tc2lZkVyOWY6g",0,0,129,5,2013,9,47,4,4.28
"eyHVf400eZQGoP9lL3KNtA",0,0,52,6,2007,11,95,0,4.96
"809yTshSXmbCwsx-vORdPw",0,0,17,6,2012,11,14,0,4.79
"BlnNFogS0O9pZjPK2UhSAQ",0,0,3,0,2012,9,2,0,5
"ytANTkDWDuKu7ohlN3HgOg",0,0,31,0,2012,1,23,1,2.78
"bo3wP59gF0MjYZQuCxY93w",0,0,2,0,2015,1,8,0,5
"HnCLRDDOyEvG5yJkO4IthQ",0,0,67,0,2012,10,21,0,3.52
"j3aG8Fi6MX2VwEwj6o2t_A",0,0,2,0,2013,10,1,0,1
"N8t9iyxKCmhs4nSFnfHqfw",0,0,1,0,2012,2,1,0,1
"-5igDrytts74bbbkq6UvRA",0,0,0,0,2015,4,2,0,2.5
"VyX-Hm1oReq_SAr4-grH5w",0,0,2,0,2010,5,3,0,2.33
"OhkCubN4hGN0GUa3jCHiPA",0,0,0,0,2012,12,1,0,1
"01cA7dQ5zarxuEdfaPQigg",3,1,1231,33,2008,10,461,10,3.99
"EoEzGeJQUwpFYfrb2DFR9w",0,0,4,0,2015,3,1,0,2
"JPlEUuIU9cmqnvnit6t0ew",0,0,6,0,2012,12,13,0,4.85
"UV5X9LPmmhGmG0xkFyEStg",0,0,35,0,2010,6,18,0,3.1
"3ZZ6RqfAbjO-a_2Ulb5KGQ",2,1,305,48,2010,5,89,3,4.34
"Hsj839Bms415sdM5y9X4NQ",0,0,199,3,2010,9,122,4,3.61
"2EEFSk4fika543QNhOX71w",0,0,11,1,2012,6,38,2,3.77
"cANLW_Bz39OmCcffb94WPA",0,0,1,0,2013,1,4,0,3.25
"wwR80CMM7GA1toIVi8Ox4g",0,0,13,0,2011,6,13,0,3.23
"kfg77mQvtF3JdRzzx85Hrg",0,0,35,13,2011,4,10,5,4.67
"DueHdFSnn75LVHQmXM0x0A",0,0,23,0,2011,6,5,0,3.6
"lrtWZWSkZpk5W59qmMeGVg",0,0,11,0,2014,5,4,0,3.67
"oUWjrGV_-YyEOMvKKlUZng",0,0,4,0,2014,2,2,0,3
"J8Tq6PtdfJV21if4TExV-A",0,0,2,0,2014,3,3,0,5
"xLsgJoYDSNLOve7nhb5P1w",0,0,0,2,2013,9,2,0,5
"Hn2vGKf26zyqyc5G6pIARg",0,0,5,1,2014,5,8,0,3.57
"xKzvDuo6fbux4kAOPiRxZw",0,0,27,9,2014,1,6,1,4.25
"rXMrWVOy_1e1RGfwsdZPHw",0,0,7,0,2013,9,4,0,4
"Xmuk68liVfhyG-WfsUt_hg",1,1,187,20,2008,8,72,1,4.09
"RSpASzEhMuUX-vDZjnRhUg",0,0,50,3,2010,12,9,0,2.44
"hg7Mt4AzXq15DJTdh5TX2w",0,0,19,3,2013,4,13,0,2
"UTj4PYqDC7gAZ1ZsafWHlw",0,0,4,0,2012,10,8,0,5
"bMeFSV0ZU0gb2Wor59Whdw",0,0,4,0,2015,1,10,0,3.83
"6APWRvsKCqzUeF_tdsZjgQ",0,0,5,1,2011,12,7,0,4.29
"qmrwn4ZPUrkiis1_suvEPQ",0,0,4,0,2013,7,4,0,4.75
"W0IjWv9UnZyj0WsJt5hxFw",0,0,197,1,2008,3,51,2,3.79
"k5lbQa9o45qV_gTSjad9aQ",0,0,40,0,2009,4,19,0,3.47
"pKZF7yC9cQLBEgJgx21O6g",0,0,0,0,2013,4,6,0,4.8
"uxQhk6JvkPRqvIfJ6dVldA",0,0,0,0,2014,7,1,0,5
"GJhfy0mfwAfVo2Uo9W-pmA",0,0,56,32,2007,2,42,4,4.02
"DeS5JWvkTV19BEvvvs2WKw",0,0,0,0,2015,9,1,0,3
"3vqW5r_GvtHEZ3_PrayLBw",0,0,45,4,2010,4,18,0,4
"8koZQ1bboX6E9bG3JIAPxA",0,0,11,0,2009,5,10,0,3.4
"QvCJqxU-vj7CgQOYfKes_Q",0,0,0,0,2015,8,1,0,5
"Ro0hmpOSetNVu9VoOfqyag",0,0,5,0,2011,3,2,0,5
"P9VG3lpy4woZ-AzHd7S06w",0,0,6,2,2012,7,9,0,4
"XBCcfgeYPX8nEIkTDXM3ig",1,1,255,21,2012,1,93,1,3.75
"_K0XOWz1P_JbvIS6lud1HQ",0,0,0,0,2015,5,1,0,1
"51DKuzVRgnBoSfitt3b5pQ",0,0,0,4,2012,11,2,0,5
"DhrMdTQL8_p0D1WC2GZpFA",0,0,0,0,2015,6,1,0,1
"De7f75dLJ8TKh0qW8q0i9Q",0,0,6,10,2012,8,7,0,3.29
"OIT6MBzr-yxw2qtokoSXIQ",6,1,4447,118,2009,11,250,45,3.92
"1QYzOmbQRgpMP7rcG1ZV0A",0,0,3,0,2013,3,3,0,3.67
"5BKiVSKrBWxr6kDTKYc5yQ",1,1,269,13,2013,1,68,8,4.07
"BNcvPC0AeRHmhQyilaSFFA",0,0,4,0,2011,10,1,0,4
"bdIfY0OP8XEUP1Oaev2KJA",0,0,6,0,2014,2,9,0,3.11
"WY-btZBigPb--23Jvs81Kw",0,0,67,1,2012,3,51,0,3.56
"EKOiCJho_yyXUwf9gb0IrQ",0,0,13,98,2013,1,11,3,4.82
"LD_w6aTWyL9rk5KnSbcp1w",0,0,0,0,2015,4,1,0,5
"Y-vBi8e7_53m322hCPs1cg",0,0,47,5,2012,4,10,2,4
"Cr4LahNSXUSMiNX0a2pupQ",0,0,47,0,2014,3,38,0,3.34
"aIH8_iERKrLvIg4gm0pC9g",0,0,16,1,2007,5,5,0,3.6
"_n6n9lirDx7SPAwTDaYNdQ",0,0,163,4,2010,1,31,3,3.21
"nQE3Oo6CiE9Agh_x83gXug",0,0,1,0,2012,10,3,0,2.33
"BVSBX6_pMlb0qO8zReVCtA",0,0,12,0,2014,11,1,0,5
"uXUq9pw_BAvwixSkq7wp6g",0,0,2,1,2010,10,12,0,4
"4WQ1W48CI19qBUMdqMRk3w",0,0,3,0,2013,11,2,0,1
"CVZ3olhujRhKYlPJIJ3QrQ",0,0,3,0,2015,9,1,0,1
"RGctKvcEHKiP9PReQWlD0A",0,0,0,4,2012,7,1,0,5
"a3FAZavw_tEacflQ0TtADA",0,0,41,2,2012,8,12,2,3.5
"k7cZs7ipkdVctHAM8oaNNw",0,0,38,9,2012,7,28,1,4.14
"TXydqUkQjhN1jG8H20h3TA",0,0,1,1,2013,8,1,0,5
"KIpt55nqqZpTt8e-_VE7Mw",0,0,12,4,2009,11,15,0,3.64
"zuNCMTAZXG6H-KOWh-4f5A",0,0,4,0,2010,9,8,0,4.12
"OipUQ1-lkeYP2DQaPVqYWA",0,0,151,6,2008,7,62,1,3.71
"hU52OFVKxahPNg-x4yajYQ",0,0,1,9,2011,10,2,0,5
"rD181xrE5IwaOn157PBQgQ",0,0,756,18,2007,10,215,10,3.62
"70BDERN6lwVP8l8brupm3Q",0,0,35,0,2012,4,23,1,3.08
"Se-R89Yb_ex3mgVzJ2TSLw",0,0,7,0,2011,8,3,0,3.67
"TtsJ5I6aVdbL-nh_t3Ocbw",0,0,1,0,2012,11,1,0,2
"L-cBHIFvCx-yhCDasxzVXg",0,0,1,0,2012,12,3,0,2.33
"TNuqghZfPYDc36JzgduDVQ",0,0,0,0,2012,2,1,0,5
"kNDyUne-gzMvAekWL-lA6w",0,0,37,0,2009,12,51,0,4.04
"kj8e0tmLu6_7ZPsAh39-Bg",0,0,1,0,2013,8,3,0,5
"f0BePBbOb5i-S1-fViqL0g",0,0,4,13,2012,6,2,0,3
"5efmGDMGySpG6-9ANG2ojA",0,0,1,0,2015,3,3,0,5
"wVSxICc22jl2A5ZBhgB9Sw",0,0,13,2,2012,9,9,0,3.56
"KysYQm5MWRJ6532QUjhvQA",0,0,101,4,2009,7,32,0,3.53
"uZoPDmYC04Ni9Uy5hFtXjA",0,0,237,6,2009,9,135,3,3.37
"MUgZ2JMK_ku1Hg1CLIg2yQ",0,0,7,3,2011,5,6,0,4.33
"5MNNQN65KDqw9LNLjddkvw",0,0,6,0,2011,2,2,0,5
"ApVkPFpfDB2VDW26cr-S6g",0,0,42,0,2013,7,1,0,5
"V9t9EolaIP91AjQGgn4l4Q",0,0,0,0,2013,12,3,0,3.67
"1FQsYq1wBpXYL8T7b-ORAg",0,0,33,1,2010,10,25,0,4.73
"Vd8NRGGuGihAjBS6rxhQQA",0,0,19,13,2012,6,10,0,4.22
"XJIFZ_RWp2EMduAuyhVr8Q",0,0,2,0,2011,11,11,0,3.27
"LDFSChqflpRATNHUk3Vl1A",0,0,113,5,2009,4,98,1,3.38
"f6Ow6kb96gvM1h6-1Ghpaw",0,0,0,0,2011,6,6,0,3.5
"pPQBBXO9QN-XHg6TgHsjCw",0,0,2,8,2014,8,4,0,3.75
"ZAwLK2pbu4XyalXpXjOB-Q",0,0,1,0,2012,6,1,0,5
"5GXxjmPWLUrXkM7Yu056ug",0,0,26,2,2011,10,13,0,2.86
"K8_5ijkHIwu8vyFUHjzkoQ",0,0,3,1,2014,4,1,0,1
"DYnbi1i9gRVPnDpLXB45vA",0,0,6,1,2011,7,2,0,2
"C39zrChQqektH8biEC3-NQ",0,0,1,0,2014,11,2,0,1
"RqajWk_-qTETBZy_q2K7Rw",0,0,140,3,2013,3,78,1,3.83
"8A2r0kG7nL5kegjqYeC4-Q",0,0,12,2,2012,7,11,0,4.83
"bNrIzXYYphaKdx2KG481qQ",0,0,46,7,2012,12,8,0,2.38
"9Nb_0duFsI-KUu-FoKWdfg",0,0,7,0,2014,3,9,1,5
"VjZG2dpGLgiKLphBqkudRQ",0,0,0,3,2010,11,3,0,4
"UZnP2m-3hpylc6Hcr-qfaw",0,0,53,0,2008,8,29,1,3.48
"-sjm51wYqAtKwpX5q3X2Dg",0,0,1,1,2013,7,5,0,2.4
"bqFaVZ3XhV6l5M_H3cYRdA",0,0,95,0,2008,6,50,1,4.27
"6q2yzEa-rgUNvBbT5zEfxw",0,0,12,14,2010,9,15,4,4.29
"18yFjvmI2W-8jT8KIBUcIw",0,0,8,50,2012,2,3,0,3.67
"w6UvFmzRpd2Ws_nPTMVkTA",0,0,0,1,2015,2,1,0,5
"YtRzuMGpB8RC3Nw6-al8Vw",0,0,0,0,2010,8,6,0,4.33
"eUXushglE8AgO8N-9yhDOg",0,0,25,3,2011,5,35,0,4.11
"uLCZCRJzPXEE3PM9QlVCFw",0,0,3,1,2013,6,2,0,5
"S0U4EH1Pi4OxnBBPNdTUgg",0,0,5,1,2011,4,14,0,4.54
"NgTPf0eWtagqhf8Lu4mQjg",0,0,0,0,2013,10,1,0,5
"TLcfN6ZSrbiWZMQ889xpkQ",0,0,76,0,2012,11,45,0,4.28
"K0idgeBBVTgk7AY02B8jlw",0,0,2,0,2014,4,3,0,2.33
"4BYqGqhCsFmMVWnnQe0oOQ",0,0,1,0,2013,6,7,0,4.14
"X3RK116j-w67QGsMuJIReA",0,0,7,2,2010,8,6,2,3.17
"sqNzSZrcBKgsPouKfBz4sw",0,0,1,5,2014,10,1,0,5
"5mYlHeh7jCXH_B5xB7f-AQ",0,0,5,0,2013,2,8,0,5
"fazKQlpqnMGSwn4IO_cJbw",0,0,4,0,2015,3,2,0,3
"Kl9KwtPxOnhmtPBt9h3ckA",0,0,23,14,2009,10,15,0,3.87
"9GAMWcMtGK_2pyOf7Ak-5A",0,0,5,0,2010,6,11,1,3
"0JVByzJzJFfBL5v015pvzA",0,0,1,0,2015,7,3,0,4.33
"jmefEgUB1msBl8BDY5Sjiw",0,0,68,0,2009,1,29,0,3.52
"DETnQxs_JHH9xhwPJgH9UA",0,0,1,0,2014,8,2,0,4.5
"w4ijjjzfkYXvrft6uoQHjg",0,0,0,1,2008,9,1,0,1
"y6uVTGT8xeLnObl7t8LNRQ",0,0,0,0,2013,2,1,0,5
"e4IaiDwiMiLOol7F_z-rpA",0,0,73,0,2010,11,51,0,3.94
"C3twid0LTBLZZZ4qqEMQwg",0,0,5,2,2012,6,7,0,4.43
"g4_mvftV3QY0gMjwhoP76w",0,0,61,0,2013,1,20,1,3.9
"xAf9CzxePpjnRaLmZTgz3w",0,0,18,0,2011,10,16,0,4.62
"F3LoJLxjOetjI34uNUWjnw",0,0,0,0,2013,1,1,0,5
"FAsuj0SyEddWize6EeycrQ",0,0,0,0,2011,2,1,0,5
"pTETaII0KW4o0xIlHClEYg",0,0,6,0,2013,8,16,0,4.5
"Gfc8QbRTSg5D91ZxmBTpEg",0,0,0,0,2015,11,2,0,2.5
"mehAX2oiBeFuOuV0zHTUwQ",3,1,662,18,2008,7,113,2,3.84
"dP0jYSujPrHaA6JzLLWS2g",0,0,4,0,2011,10,5,0,1
"ZzceakleX-uCDhuhAiNpBA",0,0,5,0,2013,6,10,0,3.5
"JfHWSZAcNEkkKcLAfrn9pw",0,0,0,0,2012,2,1,0,3
"4vhafeI6YV0_hwDCFjY-dw",3,1,1094,56,2011,1,280,8,3.35
"jtQUkzpBgqw1onh1C1vrjw",0,0,240,0,2011,3,55,2,3.64
"CZu_Ezjtg9NYiSYeIDtpDw",0,0,8,2,2009,4,5,1,4.8
"oc6PmChxpOCpGHS8FKTWgQ",0,0,31,3,2008,10,12,0,5
"Kfy7a-ryykJ2HO-FuQgO5Q",0,0,1,0,2013,12,1,0,2
"wjgBlwBAKjt8YS6BwnDvxw",0,0,2,0,2014,6,2,0,1
"Hni5PAsGNfynpaK8T6XbgA",0,0,5,1,2012,8,3,0,2.67
"X5hOPgqbQrG-pizoioksIQ",0,0,4,0,2014,10,5,0,4.75
"FMJfuMtJWe3Zq8hK9wOF2A",0,0,2,0,2009,12,4,0,2.5
"RBDqIWUZ53PvT35AXq2tFA",0,0,20,0,2010,7,7,1,3.57
"9zXSK3D8ClRzvtAQpDO2vQ",0,0,2,0,2008,7,1,0,1
"pNYAbqKmOy00i2hMSWLfhw",0,0,2,0,2015,3,4,0,4.8
"aZ3hppALZ8umDvsggwa2Qw",0,0,38,0,2009,7,10,1,2.7
"tKpNnMAG7WSeFFsXVid8sA",0,0,9,0,2010,6,11,0,3
"R-PiSHoVw5DTGr647rXMcw",0,0,0,11,2014,1,1,0,5
"pRl611fIyejlBlIX378XJQ",0,0,17,0,2014,11,16,1,4.06
"gYxgDwgKvLox5wfOiAUheQ",0,0,7,0,2012,2,2,0,5
"cDjzxPe2ennLUp875KfE7w",0,0,26,2,2011,1,8,0,4.38
"PX7ZUbSdi0l_YH-lQJrPvw",0,0,167,0,2010,3,78,0,3.12
"FW3WeT3AWOYjiJFL96EPlQ",0,0,43,0,2010,2,11,0,3.08
"ElLLn-R5_nfKYGRotbkX8Q",0,0,0,0,2015,8,2,0,5
"Wyu4vR19N0YXKtKg_B-qPA",0,0,4,1,2013,10,2,0,3
"Q4-_D1HucBiEEfKU8Ro2uQ",0,0,0,0,2014,3,1,0,5
"_RFC_aeOAo7-apdf0OVj9Q",0,0,27,0,2013,7,32,0,3.81
"8JG-7Qa7E00yD3TDgQ7xEg",0,0,11,0,2014,5,13,0,3.38
"tVf-bsqonhTAsL08qfPkGg",0,0,2,0,2011,5,3,0,5
"94WkOH8NNMBzwPCYI1lsNw",0,0,4,0,2012,12,1,0,5
"rUKpwfBZjbvHkL6a0poJHg",0,0,0,0,2011,10,3,0,1
"HpkjS5_5YbK-MVoDpRcMRQ",0,0,8,0,2010,4,5,0,3.8
"bJTGYIyTxOVnvnacgNf-_Q",0,0,0,0,2014,5,1,0,5
"c7-vDeNKD0RhE9S3PwAKng",0,0,1,0,2015,5,2,0,1.5
"1pgaSUIEFHv6xLAE8yd_Tw",0,0,4,0,2013,4,7,0,3.14
"zTjtcsAxWS_WxU-do32rwQ",5,1,1177,13,2010,3,396,10,3.55
"4dA8MfpcXKBH9yOZJfpWfw",0,0,45,1,2010,7,19,0,4.42
"z7msxsrVrjK3-vMC5Kk7Pw",0,0,1,0,2012,11,1,0,1
"5VOKEG9-iryT0K8T_yqNXw",0,0,21,0,2006,1,35,0,2.41
"S2vf8r8tW75LnlgrO7EiFA",0,0,33,0,2013,5,27,0,3.68
"5gHpJ-QMKfT5v8fvV3-VMg",0,0,5,0,2013,8,4,0,3.25
"LR6ySRgSQ49NVrtq5bwi3w",0,0,0,13,2009,10,4,0,5
"koRRE9hRuorM0mGYhC4eLA",0,0,1,0,2014,12,1,0,1
"yC8FMtBE7SPxX_K8FZawBQ",0,0,10,2,2011,5,15,0,4.27
"QFrcII5Vrf5WeuzKOjkAHQ",0,0,0,1,2015,8,1,0,5
"u1dyFmG2zpHN4CSINfP5KA",0,0,20,1,2012,1,6,0,2
"6AKBJeyd30okG1Ofes4l_g",0,0,58,0,2011,11,21,3,3.52
"nKUIeoux_enIJzCIJ3EWyQ",0,0,1,0,2012,8,2,0,3
"sCA_dfR1MgiKF_whyW2JSA",0,0,8,0,2010,8,7,0,4.71
"Z5U0vu6ONLuf3MZY0OlmdA",0,0,4,3,2015,4,3,0,3.33
"t0nYuBL2YEL97-YJnH5FwQ",0,0,6,0,2013,3,6,2,4.67
"qZqfON4bcTWpiL4oniyXRw",0,0,1,0,2015,9,1,0,5
"ZDJeEhnOY3Yek9NVTSNwaA",0,0,0,0,2011,7,3,0,5
"LKoYXzOlJVQG4p9w7qvvZA",0,0,71,6,2012,3,15,0,4.07
"ydKPV72zCPI1QO5EJAB5Ig",0,0,1,0,2013,12,1,0,5
"EBC5AqBFX2Y5bjuo_rJ9IA",0,0,0,0,2014,5,3,0,4
"voDoONfGIW2YK8hp_a6g3Q",1,1,144,3,2013,8,165,0,3.68
"Uo0D3j-t1X2XkCdXo1A1Kg",0,0,8,0,2014,2,11,0,4.8
"vIXimx9G2H_3I6HGkCbRKA",0,0,38,2,2010,12,13,0,4
"VLpJ5oeIJ7GEJ6wF6oihDA",0,0,0,1,2014,9,4,0,5
"neI2EvIhMdYkITR_BZWV9A",0,0,0,0,2013,6,1,0,1
"izd5-hbQzxQcYV28HXAbPA",0,0,24,3,2011,6,7,1,2.43
"KGZoEYMRP8dGrTTn29HHxA",2,1,370,34,2010,1,155,3,3.74
"yxz9Z-Ss4svyk1EEn6BzRg",2,1,397,51,2009,9,308,8,3.81
"z0Fm43Y2PAMlnF_HOr1_hg",0,0,51,0,2009,8,13,1,3.08
"JjMXAwc0LzPEm_EORNuItA",2,1,205,3,2012,12,158,4,3.58
"4B1J-JBO1iL3MTaWAG_zvw",0,0,88,1,2012,7,45,2,3.61
"vDgwmj--1XON0TKCTov9-Q",0,0,10,16,2012,5,19,0,4.42
"A0MAHx9EPcOJ04PxvHekyQ",3,1,203,14,2009,4,100,2,3.23
"KqTra9nux3ve5_Cy89ibwA",0,0,223,3,2009,9,144,4,3.52
"V0Ow_SUU8pDFVriYN8WH1Q",0,0,1,1,2011,4,1,0,5
"jeh9APxHBMCXp7dSCZ60vw",0,0,5,0,2013,9,9,0,4.33
"NslhoCAOzEmSOHEQdK-aXw",0,0,1,0,2011,7,3,0,3.67
"HAz7pMCg03gX7nEZf6ofMw",0,0,1,0,2014,11,1,0,5
"BSLz_YL5CxgLzoLko3pH8A",0,0,0,1,2014,4,1,0,5
"BprD1sMT65enLnAcf_CBAg",0,0,11,4,2012,11,1,0,1
"eR0_SnfiixhJdb00G5TKqw",0,0,0,0,2012,6,1,0,5
"u0fky5523s1lJDj6QPOwdw",0,0,9,1,2014,8,2,2,5
"mDapCi0WwVBgctzKsR5PPQ",0,0,0,0,2012,7,2,0,5
"AYXuHixcVAKizy2fHsmgNw",0,0,3,2,2011,4,4,1,4.25
"-Bhp3Dk5CK_fW_jZC8CO4g",0,0,3,14,2013,12,3,0,4.67
"Jrs2QxReNMTO9MN54h2HNw",0,0,7,0,2014,4,4,0,3.25
"gCYYqx9mZTGnAEoXK1A-Hg",0,0,2,0,2014,8,1,0,2
"yc3xrzxgd6P37mkW9Upexw",0,0,2,0,2013,6,4,0,4
"8QqJj8v3ow4AztSqlzsw9w",0,0,4,0,2014,1,1,0,5
"JLl4qyEs8lCWxtLzGwuLkQ",0,0,54,6,2015,2,117,1,4.1
"ep5NhVjhS82ZFAwTD-l3sQ",0,0,0,2,2014,3,1,0,4
"9BtrZn2ROpzVNmMZWYTegQ",0,0,15,25,2013,10,14,0,4
"tgEcjq51Tphe-HHxF6JWfQ",0,0,30,5,2006,8,37,1,3.68
"Rpthv-3VAp2ef9tXYTC3UA",0,0,4,0,2013,8,7,0,3.86
"T-wY-wn8qJ3FquukkrsdGA",0,0,7,20,2014,10,5,0,4
"QdUcEnY8Ut-j4OSacT--HA",2,1,91,59,2009,8,60,7,4.2
"EjwJnC5ZHYvz8V6OdZEvNw",0,0,0,0,2012,7,5,0,4.2
"cRLL4nGMPba3vdeRZG5GFg",0,0,0,0,2012,3,1,0,2
"5F1YmQ5HPzwzDXQg1xQ7Nw",0,0,116,6,2011,10,47,0,3.7
"u2AxnSU7WsyBYCAtm_SYoQ",0,0,38,4,2010,11,14,0,3.12
"DuKSAh9sZnsMpQx1VMDTVA",0,0,19,0,2014,3,12,0,1.83
"sqIB9ceR2jTUvHdMyxwgJg",6,1,1224,63,2009,10,443,17,3.64
"36Wc9yeyhghoNoEJcRHMug",0,0,0,0,2012,12,2,0,5
"hc3511Y1oIYlwzaHtDjHMw",0,0,2,8,2015,5,5,0,2
"BRjP8bZIpv3uOkiCP7OvQw",0,0,45,1,2013,7,77,2,4.27
"yHivAa6RpLrNeUQMkiTVpQ",0,0,11,4,2013,11,2,0,5
"hZoLUkuGPsdRbyhSAXPQhg",0,0,3,0,2014,9,3,0,4.67
"RE_h-saaso1RXQNGKG-Raw",0,0,68,28,2010,9,30,2,4.06
"NAs4pGa0oG1JHrsxB6awlA",0,0,17,0,2014,9,3,0,2.5
"Cqbr1P8PWltx_hDgq24p8Q",0,0,0,0,2014,5,2,0,1
"lQqZ7d6XZ9wiJEM9PceTXw",0,0,0,0,2013,7,2,0,5
"TncbCG0KoEaWB7mRjNdsvQ",0,0,7,2,2013,10,4,0,4
"6KuiC3ebt9FH8ix0axoOcg",0,0,201,17,2011,2,28,2,4.39
"KByrZeblpTH-vffdXBjVJQ",0,0,0,0,2015,5,1,0,5
"Pjju0-y_K2ZX5uS5_ZXsuA",0,0,35,7,2006,8,11,1,4
"6GF3VHfUce2e9JUTrHW20g",0,0,88,0,2009,10,97,0,3.59
"37Jo9nPa1U2F7QfukfI8hQ",0,0,111,5,2013,3,70,1,3.35
"Gr6PPk1KTvl5xJsMZNwjkw",0,0,15,0,2010,5,13,0,3.69
"XUfaU66pZESMGv_4g5XyYQ",0,0,1,0,2013,5,5,0,3.8
"AUUi5WqiKRob6yX25wmhnA",0,0,76,0,2009,12,50,1,4.02
"jUS0VM33NBsfe3Itv_W3rw",0,0,9,5,2010,9,44,0,4.63
"B9ONy29D34HZdLyTxakORg",0,0,3,0,2009,8,3,0,2.33
"VnHQqUr01V-SrGhDP7QUBg",0,0,0,0,2015,6,8,0,2.88
"PthFT0EqEfuIl9C9-if2sA",0,0,49,1,2013,4,25,0,4.17
"Ii4gjs6lciX6Ax3gNIJaYQ",0,0,5,0,2014,8,2,0,1
"1XfrVl1H6aJUDsUHSNpg2g",0,0,0,0,2014,7,2,0,3.5
"53cqaRzQMlKi8ySiNATPaw",0,0,9,3,2013,7,4,0,3.25
